day,month_year,num0,num1,num2,num3,num4,num5,num6,num7,num8,num9,num10,num11,num12,num13,num14,num15,num16,num17,num18,num19
,2018-06-01,2,5,11,30,31,43,47,,,,,,,,,,,,,
,2018-06-01,8,16,18,39,44,47,48,,,,,,,,,,,,,
,2018-06-01,3,12,16,37,38,44,46,,,,,,,,,,,,,
,2018-06-01,3,12,18,26,42,45,48,,,,,,,,,,,,,
,2018-06-01,2,4,18,21,36,41,44,,,,,,,,,,,,,
,2018-06-01,6,8,12,15,16,23,35,,,,,,,,,,,,,
,2018-06-01,17,22,26,27,32,38,46,,,,,,,,,,,,,
,2018-06-01,6,7,32,46,47,48,49,,,,,,,,,,,,,
,2018-06-01,6,24,29,32,35,39,40,,,,,,,,,,,,,
,2018-06-01,4,6,7,13,37,40,46,,,,,,,,,,,,,
,2018-06-01,7,8,14,20,23,27,37,,,,,,,,,,,,,
,2018-06-01,2,12,14,18,27,41,44,,,,,,,,,,,,,
,2018-06-01,7,13,20,22,26,41,42,,,,,,,,,,,,,
,2018-06-01,3,10,11,14,26,29,38,,,,,,,,,,,,,
,2018-06-01,1,11,13,21,34,35,37,,,,,,,,,,,,,
,2018-06-08,12,25,27,29,34,44,45,7,,,,,,,,,,,,
,2018-06-08,4,5,10,17,19,27,49,,,,,,,,,,,,,
,2018-06-08,9,23,30,35,43,45,49,,,,,,,,,,,,,
,2018-06-08,9,15,16,18,22,33,38,,,,,,,,,,,,,
,2018-06-08,6,12,17,19,25,33,39,,,,,,,,,,,,,
,2018-06-08,6,11,16,29,37,39,49,,,,,,,,,,,,,
,2018-06-08,9,19,20,22,28,33,48,,,,,,,,,,,,,
,2018-06-08,4,12,13,14,18,22,45,,,,,,,,,,,,,
,2018-06-08,5,10,35,40,44,47,48,,,,,,,,,,,,,
,2018-06-08,4,18,23,28,35,41,48,,,,,,,,,,,,,
,2018-06-08,5,13,16,17,28,37,42,,,,,,,,,,,,,
,2018-06-08,3,8,13,14,18,20,36,,,,,,,,,,,,,
,2018-06-08,1,21,29,37,38,43,44,,,,,,,,,,,,,
,2018-06-08,15,34,37,39,41,42,46,,,,,,,,,,,,,
,2018-06-08,3,14,33,38,41,43,47,,,,,,,,,,,,,
,2018-06-08,5,25,26,27,29,35,46,,,,,,,,,,,,,
,2018-06-08,2,4,10,11,20,35,49,,,,,,,,,,,,,
,2018-06-08,5,9,30,40,46,47,48,,,,,,,,,,,,,
,2018-06-08,11,20,23,27,31,41,46,,,,,,,,,,,,,
,2018-06-08,1,5,11,21,35,44,47,,,,,,,,,,,,,
,2018-06-08,1,2,12,23,28,38,39,,,,,,,,,,,,,
,2018-06-08,2,8,13,15,19,40,44,,,,,,,,,,,,,
,2018-06-08,7,10,11,18,26,29,47,,,,,,,,,,,,,
,2018-06-08,1,3,22,23,39,40,49,,,,,,,,,,,,,
,2018-06-08,15,23,28,36,37,43,49,,,,,,,,,,,,,
,2018-06-08,10,16,24,33,40,46,47,,,,,,,,,,,,,
,2018-06-08,1,2,6,28,34,43,44,,,,,,,,,,,,,
,2018-06-08,8,28,32,35,37,38,44,,,,,,,,,,,,,
,2018-06-08,4,10,20,22,38,48,49,,,,,,,,,,,,,
,2018-06-08,6,35,36,38,39,42,43,,,,,,,,,,,,,
,2018-06-08,6,8,11,35,39,43,47,,,,,,,,,,,,,
,2018-06-08,11,12,14,18,23,33,39,,,,,,,,,,,,,
,2018-06-08,2,37,42,43,45,47,49,,,,,,,,,,,,,
,2018-06-08,2,3,8,16,21,28,45,,,,,,,,,,,,,
,2018-06-08,4,6,13,14,28,39,42,,,,,,,,,,,,,
,2018-06-08,7,15,19,31,33,35,45,,,,,,,,,,,,,
,2018-06-08,2,3,10,14,20,25,33,,,,,,,,,,,,,
,2018-06-08,3,10,18,32,36,37,44,,,,,,,,,,,,,
,2018-06-08,8,18,23,38,39,44,46,,,,,,,,,,,,,
,2018-06-08,5,18,19,22,26,38,40,,,,,,,,,,,,,
,2018-06-08,17,27,29,30,35,41,45,,,,,,,,,,,,,
,2018-06-08,9,17,18,34,36,41,43,,,,,,,,,,,,,
,2018-06-08,4,7,17,19,27,29,40,,,,,,,,,,,,,
,2018-06-08,10,13,14,27,32,39,40,,,,,,,,,,,,,
,2018-06-08,5,9,11,33,36,38,39,,,,,,,,,,,,,
,2018-06-08,7,11,22,35,42,44,45,,,,,,,,,,,,,
,2018-06-08,1,15,24,32,33,43,45,,,,,,,,,,,,,
,2018-06-08,3,15,21,34,37,38,41,,,,,,,,,,,,,
,2018-06-08,1,2,5,8,18,23,46,,,,,,,,,,,,,
,2018-06-08,2,6,9,11,12,24,40,,,,,,,,,,,,,
,2018-06-08,5,25,28,34,40,46,47,,,,,,,,,,,,,
,2018-06-08,5,7,13,16,25,26,37,,,,,,,,,,,,,
,2018-06-08,3,12,15,17,32,35,43,,,,,,,,,,,,,
,2018-06-15,18,23,28,37,44,45,47,9,,,,,,,,,,,,
,2018-06-22,3,10,16,28,31,38,47,20,,,,,,,,,,,,
,2018-06-29,3,5,17,23,28,43,46,29,,,,,,,,,,,,
,2018-06-29,9,13,25,31,35,36,40,,,,,,,,,,,,,
,2018-06-29,4,13,14,20,23,32,44,,,,,,,,,,,,,
,2018-06-29,2,5,9,13,23,29,42,,,,,,,,,,,,,
,2018-06-29,1,2,6,10,11,17,40,,,,,,,,,,,,,
,2018-06-29,3,8,13,33,39,40,49,,,,,,,,,,,,,
,2018-06-29,3,5,10,11,12,15,24,,,,,,,,,,,,,
,2018-07-06,1,11,20,32,41,42,44,47,,,,,,,,,,,,
,2018-07-06,1,20,24,30,38,42,47,,,,,,,,,,,,,
,2018-07-06,11,17,23,25,33,36,38,,,,,,,,,,,,,
,2018-07-06,6,22,23,30,31,43,47,,,,,,,,,,,,,
,2018-07-06,7,23,32,37,38,43,44,,,,,,,,,,,,,
,2018-07-06,6,10,12,32,33,44,46,,,,,,,,,,,,,
,2018-07-06,2,9,17,23,43,44,45,,,,,,,,,,,,,
,2018-07-06,2,17,20,23,25,38,40,,,,,,,,,,,,,
,2018-07-06,8,15,21,23,30,32,47,,,,,,,,,,,,,
,2018-07-06,3,12,20,28,33,44,45,,,,,,,,,,,,,
,2018-07-06,20,22,30,38,41,46,49,,,,,,,,,,,,,
,2018-07-06,3,8,22,25,27,33,38,,,,,,,,,,,,,
,2018-07-06,8,16,19,21,24,37,43,,,,,,,,,,,,,
,2018-07-06,4,17,19,29,33,34,38,,,,,,,,,,,,,
,2018-07-13,1,4,5,22,25,32,34,27,,,,,,,,,,,,
,2018-07-13,3,7,13,19,23,31,44,,,,,,,,,,,,,
,2018-07-13,3,6,9,21,25,26,35,,,,,,,,,,,,,
,2018-07-13,7,16,34,37,40,41,49,,,,,,,,,,,,,
,2018-07-13,8,9,16,17,19,36,42,,,,,,,,,,,,,
,2018-07-13,1,2,5,11,23,36,45,,,,,,,,,,,,,
,2018-07-13,2,6,13,28,29,32,44,,,,,,,,,,,,,
,2018-07-13,6,7,9,11,23,29,41,,,,,,,,,,,,,
,2018-07-13,8,9,27,32,39,43,47,,,,,,,,,,,,,
,2018-07-13,1,11,16,17,29,38,45,,,,,,,,,,,,,
,2018-07-13,9,12,18,19,35,46,48,,,,,,,,,,,,,
,2018-07-13,23,24,28,30,35,46,47,,,,,,,,,,,,,
,2018-07-13,2,16,26,28,30,45,47,,,,,,,,,,,,,
,2018-07-13,2,4,6,8,10,33,37,,,,,,,,,,,,,
,2018-07-13,19,24,32,34,40,42,48,,,,,,,,,,,,,
,2018-07-13,11,18,21,22,27,28,38,,,,,,,,,,,,,
,2018-07-13,6,17,18,19,22,47,49,,,,,,,,,,,,,
,2018-07-13,1,8,9,14,26,37,45,,,,,,,,,,,,,
,2018-07-13,2,9,20,22,25,34,48,,,,,,,,,,,,,
,2018-07-13,13,15,18,19,39,46,49,,,,,,,,,,,,,
,2018-07-13,13,15,19,29,33,34,45,,,,,,,,,,,,,
,2018-07-13,2,7,20,23,29,44,45,,,,,,,,,,,,,
,2018-07-20,6,8,12,19,20,25,49,18,,,,,,,,,,,,
,2018-07-27,8,11,14,17,26,30,36,48,,,,,,,,,,,,
,2018-08-03,9,11,23,33,35,36,42,6,,,,,,,,,,,,
,2018-08-10,2,9,18,33,36,40,49,38,,,,,,,,,,,,
,2018-08-17,12,17,22,27,28,29,35,43,,,,,,,,,,,,
,2018-08-24,3,5,7,11,13,20,29,30,,,,,,,,,,,,
,2018-08-31,2,4,18,19,20,39,44,11,,,,,,,,,,,,
,2018-09-07,3,12,21,34,37,38,41,22,,,,,,,,,,,,
,2018-09-07,22,32,33,35,36,39,42,,,,,,,,,,,,,
,2018-09-07,6,12,14,29,32,41,44,,,,,,,,,,,,,
,2018-09-14,1,3,5,10,16,27,43,14,,,,,,,,,,,,
,2018-09-14,2,5,6,18,23,26,41,,,,,,,,,,,,,
,2018-09-14,1,11,21,25,27,28,46,,,,,,,,,,,,,
,2018-09-14,6,9,11,25,39,40,43,,,,,,,,,,,,,
,2018-09-14,9,17,18,21,42,45,47,,,,,,,,,,,,,
,2018-09-14,15,16,24,28,30,33,46,,,,,,,,,,,,,
,2018-09-21,3,9,15,16,19,45,48,42,,,,,,,,,,,,
,2018-09-21,11,14,22,23,26,28,32,,,,,,,,,,,,,
,2018-09-21,4,6,18,19,22,23,26,,,,,,,,,,,,,
,2018-09-21,7,8,16,20,36,41,44,,,,,,,,,,,,,
,2018-09-21,4,11,25,28,29,36,46,,,,,,,,,,,,,
,2018-09-21,9,10,12,35,36,41,42,,,,,,,,,,,,,
,2018-09-21,1,3,11,12,14,22,48,,,,,,,,,,,,,
,2018-09-21,3,4,6,16,21,32,41,,,,,,,,,,,,,
,2018-09-21,11,12,19,31,35,45,47,,,,,,,,,,,,,
,2018-09-21,1,3,12,14,15,38,41,,,,,,,,,,,,,
,2018-09-21,4,7,22,23,40,42,48,,,,,,,,,,,,,
,2018-09-21,9,18,19,27,36,44,46,,,,,,,,,,,,,
,2018-09-21,6,7,9,10,18,28,44,,,,,,,,,,,,,
,2018-09-21,3,5,15,25,44,46,49,,,,,,,,,,,,,
,2018-09-21,6,7,8,16,22,34,41,,,,,,,,,,,,,
,2018-09-21,4,5,13,23,26,45,47,,,,,,,,,,,,,
,2018-09-28,25,28,31,36,42,44,49,37,,,,,,,,,,,,
,2018-09-28,6,14,16,25,31,44,47,,,,,,,,,,,,,
,2018-09-28,3,11,15,29,42,46,47,,,,,,,,,,,,,
,2018-09-28,6,18,20,28,34,37,49,,,,,,,,,,,,,
,2018-09-28,1,3,4,20,23,36,37,,,,,,,,,,,,,
,2018-09-28,5,13,19,21,29,37,48,,,,,,,,,,,,,
,2018-09-28,5,9,12,23,24,27,41,,,,,,,,,,,,,
,2018-09-28,5,6,8,35,40,42,48,,,,,,,,,,,,,
,2018-09-28,12,13,18,27,31,40,48,,,,,,,,,,,,,
,2018-09-28,13,21,27,36,42,45,47,,,,,,,,,,,,,
,2018-09-28,10,21,24,25,31,36,46,,,,,,,,,,,,,
,2018-09-28,5,9,13,24,32,40,44,,,,,,,,,,,,,
,2018-09-28,3,17,21,23,36,37,42,,,,,,,,,,,,,
,2018-09-28,2,16,19,21,25,30,42,,,,,,,,,,,,,
,2018-09-28,4,17,20,26,30,45,46,,,,,,,,,,,,,
,2018-09-28,2,20,21,25,33,34,41,,,,,,,,,,,,,
,2018-09-28,5,18,20,30,32,40,43,,,,,,,,,,,,,
,2018-09-28,19,23,35,40,41,47,48,,,,,,,,,,,,,
,2018-09-28,10,14,21,33,34,42,45,,,,,,,,,,,,,
,2018-09-28,10,11,12,17,22,29,34,,,,,,,,,,,,,
,2018-09-28,3,13,18,22,24,32,37,,,,,,,,,,,,,
,2018-09-28,8,9,12,16,18,26,41,,,,,,,,,,,,,
,2018-09-28,9,19,22,26,32,34,39,,,,,,,,,,,,,
,2018-09-28,6,10,12,32,43,48,49,,,,,,,,,,,,,
,2018-09-28,9,12,22,27,31,46,48,,,,,,,,,,,,,
,2018-09-28,4,11,17,18,25,27,47,,,,,,,,,,,,,
,2018-09-28,1,9,22,25,27,28,34,,,,,,,,,,,,,
,2018-09-28,5,6,13,17,18,19,33,,,,,,,,,,,,,
,2018-09-28,14,18,19,20,23,26,40,,,,,,,,,,,,,
,2018-10-05,8,9,12,20,22,27,30,28,,,,,,,,,,,,
,2018-10-05,8,11,15,17,24,27,39,,,,,,,,,,,,,
,2018-10-05,8,9,23,30,31,36,42,,,,,,,,,,,,,
,2018-10-05,3,21,27,28,30,35,45,,,,,,,,,,,,,
,2018-10-05,3,5,9,17,32,38,44,,,,,,,,,,,,,
,2018-10-05,3,9,20,26,28,37,44,,,,,,,,,,,,,
,2018-10-05,1,5,13,18,20,44,49,,,,,,,,,,,,,
,2018-10-05,2,6,9,21,24,28,42,,,,,,,,,,,,,
,2018-10-05,1,21,30,35,36,41,46,,,,,,,,,,,,,
,2018-10-05,6,10,12,19,28,40,42,,,,,,,,,,,,,
,2018-10-05,7,15,21,22,23,26,49,,,,,,,,,,,,,
,2018-10-05,7,18,29,31,33,36,45,,,,,,,,,,,,,
,2018-10-05,3,15,16,30,31,39,49,,,,,,,,,,,,,
,2018-10-05,3,23,24,28,29,34,38,,,,,,,,,,,,,
,2018-10-05,10,16,19,20,29,35,39,,,,,,,,,,,,,
,2018-10-05,5,21,27,29,33,35,44,,,,,,,,,,,,,
,2018-10-05,17,20,36,40,42,43,49,,,,,,,,,,,,,
,2018-10-05,12,18,20,23,36,41,47,,,,,,,,,,,,,
,2018-10-05,5,10,24,32,33,39,49,,,,,,,,,,,,,
,2018-10-05,5,6,23,27,28,33,44,,,,,,,,,,,,,
,2018-10-05,1,9,12,25,35,39,40,,,,,,,,,,,,,
,2018-10-05,14,24,27,41,42,45,48,,,,,,,,,,,,,
,2018-10-05,4,16,17,33,42,45,48,,,,,,,,,,,,,
,2018-10-05,5,6,13,23,27,37,48,,,,,,,,,,,,,
,2018-10-05,4,12,15,26,38,44,48,,,,,,,,,,,,,
,2018-10-05,3,15,17,34,36,47,48,,,,,,,,,,,,,
,2018-10-05,7,17,21,22,33,34,44,,,,,,,,,,,,,
,2018-10-05,1,2,17,19,28,33,49,,,,,,,,,,,,,
,2018-10-05,4,24,25,27,37,40,46,,,,,,,,,,,,,
,2018-10-05,4,17,18,24,25,39,48,,,,,,,,,,,,,
,2018-10-05,3,6,7,18,40,42,44,,,,,,,,,,,,,
,2018-10-05,2,7,19,20,31,32,46,,,,,,,,,,,,,
,2018-10-05,1,4,13,16,25,27,31,,,,,,,,,,,,,
,2018-10-05,7,22,26,30,32,38,49,,,,,,,,,,,,,
,2018-10-05,3,16,22,23,30,45,46,,,,,,,,,,,,,
,2018-10-05,21,34,37,40,43,44,49,,,,,,,,,,,,,
,2018-10-05,12,20,22,25,27,32,49,,,,,,,,,,,,,
,2018-10-05,4,9,29,37,41,45,47,,,,,,,,,,,,,
,2018-10-05,1,13,27,29,30,44,48,,,,,,,,,,,,,
,2018-10-05,6,7,15,17,21,40,48,,,,,,,,,,,,,
,2018-10-05,3,6,11,12,17,20,46,,,,,,,,,,,,,
,2018-10-12,18,31,38,45,46,47,48,16,,,,,,,,,,,,
,2018-10-12,7,8,24,30,37,44,48,,,,,,,,,,,,,
,2018-10-12,1,8,19,25,28,29,49,,,,,,,,,,,,,
,2018-10-12,1,4,8,15,39,42,45,,,,,,,,,,,,,
,2018-10-12,4,10,25,33,42,46,47,,,,,,,,,,,,,
,2018-10-12,5,7,11,20,30,33,47,,,,,,,,,,,,,
,2018-10-12,2,3,12,18,22,40,49,,,,,,,,,,,,,
,2018-10-12,7,24,26,45,46,48,49,,,,,,,,,,,,,
,2018-10-12,6,11,12,23,33,42,47,,,,,,,,,,,,,
,2018-10-12,7,9,19,28,32,33,42,,,,,,,,,,,,,
,2018-10-12,12,19,24,27,28,29,40,,,,,,,,,,,,,
,2018-10-12,7,12,14,19,21,38,40,,,,,,,,,,,,,
,2018-10-12,3,8,15,18,43,45,46,,,,,,,,,,,,,
,2018-10-12,2,9,15,26,28,40,42,,,,,,,,,,,,,
,2018-10-12,3,6,11,13,24,27,42,,,,,,,,,,,,,
,2018-10-12,4,6,8,43,44,46,49,,,,,,,,,,,,,
,2018-10-12,2,11,20,32,34,40,47,,,,,,,,,,,,,
,2018-10-12,6,11,13,14,28,30,34,,,,,,,,,,,,,
,2018-10-12,2,14,16,20,25,29,39,,,,,,,,,,,,,
,2018-10-12,14,18,34,42,43,46,49,,,,,,,,,,,,,
,2018-10-12,1,2,9,14,17,25,39,,,,,,,,,,,,,
,2018-10-12,10,21,29,32,37,46,49,,,,,,,,,,,,,
,2018-10-12,12,15,17,23,25,32,36,,,,,,,,,,,,,
,2018-10-12,14,26,30,33,36,45,49,,,,,,,,,,,,,
,2018-10-12,5,19,32,34,36,47,48,,,,,,,,,,,,,
,2018-10-12,2,6,8,18,21,30,45,,,,,,,,,,,,,
,2018-10-12,6,7,12,17,21,42,46,,,,,,,,,,,,,
,2018-10-12,2,12,19,22,23,27,37,,,,,,,,,,,,,
,2018-10-12,22,27,28,31,37,45,47,,,,,,,,,,,,,
,2018-10-12,7,10,12,23,29,35,42,,,,,,,,,,,,,
,2018-10-12,8,11,14,24,25,31,39,,,,,,,,,,,,,
,2018-10-12,10,12,33,34,45,46,49,,,,,,,,,,,,,
,2018-10-12,10,15,24,31,42,43,47,,,,,,,,,,,,,
,2018-10-12,10,16,18,23,25,34,36,,,,,,,,,,,,,
,2018-10-12,8,17,27,33,34,38,49,,,,,,,,,,,,,
,2018-10-12,8,10,16,30,32,35,41,,,,,,,,,,,,,
,2018-10-12,7,16,21,28,35,44,46,,,,,,,,,,,,,
,2018-10-12,6,13,31,35,40,43,46,,,,,,,,,,,,,
,2018-10-12,3,6,8,24,28,36,48,,,,,,,,,,,,,
,2018-10-12,5,15,20,29,36,38,46,,,,,,,,,,,,,
,2018-10-12,1,9,15,22,36,38,49,,,,,,,,,,,,,
,2018-10-12,2,10,25,26,30,38,39,,,,,,,,,,,,,
,2018-10-12,3,10,30,35,36,42,45,,,,,,,,,,,,,
,2018-10-19,10,15,16,17,19,27,38,9,,,,,,,,,,,,
,2018-10-19,5,10,16,24,27,34,45,,,,,,,,,,,,,
,2018-10-19,2,10,16,22,27,47,49,,,,,,,,,,,,,
,2018-10-19,2,6,12,19,27,33,46,,,,,,,,,,,,,
,2018-10-19,6,7,12,39,42,44,46,,,,,,,,,,,,,
,2018-10-19,2,4,16,18,25,30,40,,,,,,,,,,,,,
,2018-10-19,9,13,28,31,34,35,36,,,,,,,,,,,,,
,2018-10-19,5,6,7,11,13,29,44,,,,,,,,,,,,,
,2018-10-19,9,14,29,33,43,44,48,,,,,,,,,,,,,
,2018-10-19,9,12,13,17,26,27,33,,,,,,,,,,,,,
,2018-10-19,1,16,22,32,33,36,38,,,,,,,,,,,,,
,2018-10-19,2,18,20,25,26,33,48,,,,,,,,,,,,,
,2018-10-19,2,14,15,20,29,37,38,,,,,,,,,,,,,
,2018-10-19,2,7,10,11,34,39,48,,,,,,,,,,,,,
,2018-10-19,9,12,13,19,25,28,33,,,,,,,,,,,,,
,2018-10-19,4,14,18,20,29,38,48,,,,,,,,,,,,,
,2018-10-19,10,26,40,41,44,47,49,,,,,,,,,,,,,
,2018-10-19,2,10,21,37,38,44,45,,,,,,,,,,,,,
,2018-10-19,1,20,28,30,35,36,39,,,,,,,,,,,,,
,2018-10-19,2,4,19,22,30,31,43,,,,,,,,,,,,,
,2018-10-19,4,25,31,39,44,45,49,,,,,,,,,,,,,
,2018-10-19,1,4,11,29,34,38,47,,,,,,,,,,,,,
,2018-10-19,10,15,17,22,23,32,39,,,,,,,,,,,,,
,2018-10-19,6,9,11,21,31,35,40,,,,,,,,,,,,,
,2018-10-19,1,6,21,24,27,34,44,,,,,,,,,,,,,
,2018-10-19,21,22,27,28,30,43,47,,,,,,,,,,,,,
,2018-10-19,3,6,12,31,34,40,46,,,,,,,,,,,,,
,2018-10-19,6,7,22,24,25,26,49,,,,,,,,,,,,,
,2018-10-19,6,11,29,33,37,38,44,,,,,,,,,,,,,
,2018-10-19,4,12,21,23,32,38,40,,,,,,,,,,,,,
,2018-10-19,4,8,19,22,23,34,36,,,,,,,,,,,,,
,2018-10-19,4,5,16,18,28,37,42,,,,,,,,,,,,,
,2018-10-19,6,11,19,26,31,37,45,,,,,,,,,,,,,
,2018-10-19,11,15,17,28,30,38,39,,,,,,,,,,,,,
,2018-10-19,2,4,10,36,39,40,47,,,,,,,,,,,,,
,2018-10-19,5,7,12,16,19,22,25,,,,,,,,,,,,,
,2018-10-19,2,7,12,13,29,38,48,,,,,,,,,,,,,
,2018-10-19,4,19,20,29,33,36,40,,,,,,,,,,,,,
,2018-10-19,12,16,26,31,34,37,38,,,,,,,,,,,,,
,2018-10-19,22,24,28,32,35,42,43,,,,,,,,,,,,,
,2018-10-19,14,15,21,27,30,34,49,,,,,,,,,,,,,
,2018-10-19,14,17,22,28,32,40,48,,,,,,,,,,,,,
,2018-10-19,4,12,19,22,26,27,45,,,,,,,,,,,,,
,2018-10-19,5,24,32,34,35,39,45,,,,,,,,,,,,,
,2018-10-19,4,7,13,19,42,45,46,,,,,,,,,,,,,
,2018-10-19,5,10,19,21,30,37,49,,,,,,,,,,,,,
,2018-10-19,1,6,10,21,27,34,49,,,,,,,,,,,,,
,2018-10-19,13,15,16,20,26,30,39,,,,,,,,,,,,,
,2018-10-19,12,14,15,19,32,36,45,,,,,,,,,,,,,
,2018-10-19,2,17,35,36,38,40,45,,,,,,,,,,,,,
,2018-10-19,7,10,15,36,38,42,49,,,,,,,,,,,,,
,2018-10-19,7,25,33,36,43,46,48,,,,,,,,,,,,,
,2018-10-19,1,7,16,22,24,42,43,,,,,,,,,,,,,
,2018-10-19,6,16,37,41,46,47,48,,,,,,,,,,,,,
,2018-10-26,2,3,4,8,9,20,30,45,,,,,,,,,,,,
,2018-10-26,9,13,30,34,40,42,44,,,,,,,,,,,,,
,2018-10-26,8,19,22,40,44,47,49,,,,,,,,,,,,,
,2018-10-26,6,12,18,26,32,40,47,,,,,,,,,,,,,
,2018-10-26,4,21,24,26,27,28,29,,,,,,,,,,,,,
,2018-10-26,2,3,6,24,27,45,46,,,,,,,,,,,,,
,2018-10-26,12,15,26,32,39,40,43,,,,,,,,,,,,,
,2018-10-26,9,20,23,25,26,34,40,,,,,,,,,,,,,
,2018-10-26,3,15,19,22,39,42,43,,,,,,,,,,,,,
,2018-10-26,5,8,11,22,39,43,45,,,,,,,,,,,,,
,2018-10-26,5,11,19,25,36,43,44,,,,,,,,,,,,,
,2018-10-26,2,7,15,18,20,41,45,,,,,,,,,,,,,
,2018-10-26,4,5,11,12,15,23,40,,,,,,,,,,,,,
,2018-10-26,8,13,16,19,31,35,42,,,,,,,,,,,,,
,2018-10-26,3,4,6,14,36,40,42,,,,,,,,,,,,,
,2018-10-26,6,7,8,17,28,46,48,,,,,,,,,,,,,
,2018-10-26,9,10,11,12,29,36,45,,,,,,,,,,,,,
,2018-10-26,10,12,17,19,27,33,48,,,,,,,,,,,,,
,2018-10-26,4,8,12,20,33,35,45,,,,,,,,,,,,,
,2018-10-26,16,18,22,23,36,40,42,,,,,,,,,,,,,
,2018-10-26,1,8,16,34,35,43,49,,,,,,,,,,,,,
,2018-10-26,21,24,29,37,39,45,49,,,,,,,,,,,,,
,2018-10-26,2,6,15,20,23,25,36,,,,,,,,,,,,,
,2018-10-26,2,28,33,34,40,44,47,,,,,,,,,,,,,
,2018-10-26,19,21,22,31,37,45,48,,,,,,,,,,,,,
,2018-10-26,13,18,23,28,38,46,49,,,,,,,,,,,,,
,2018-10-26,6,8,9,19,31,34,35,,,,,,,,,,,,,
,2018-10-26,5,16,35,38,44,45,47,,,,,,,,,,,,,
,2018-10-26,9,11,12,14,23,40,48,,,,,,,,,,,,,
,2018-10-26,3,7,10,11,30,31,49,,,,,,,,,,,,,
,2018-10-26,1,2,8,22,29,32,34,,,,,,,,,,,,,
,2018-10-26,1,4,11,23,25,40,48,,,,,,,,,,,,,
,2018-10-26,6,11,17,34,39,41,42,,,,,,,,,,,,,
,2018-10-26,7,14,24,29,33,37,44,,,,,,,,,,,,,
,2018-10-26,21,25,26,29,33,42,45,,,,,,,,,,,,,
,2018-10-26,8,9,10,28,34,38,48,,,,,,,,,,,,,
,2018-10-26,2,8,24,33,34,43,45,,,,,,,,,,,,,
,2018-10-26,2,10,14,19,26,43,48,,,,,,,,,,,,,
,2018-10-26,4,6,19,23,32,46,49,,,,,,,,,,,,,
,2018-10-26,10,13,20,37,38,43,45,,,,,,,,,,,,,
,2018-10-26,2,12,15,17,20,32,49,,,,,,,,,,,,,
,2018-10-26,2,4,12,24,28,44,47,,,,,,,,,,,,,
,2018-10-26,11,22,24,34,39,42,43,,,,,,,,,,,,,
,2018-10-26,4,13,14,22,30,33,44,,,,,,,,,,,,,
,2018-10-26,5,7,14,15,33,38,46,,,,,,,,,,,,,
,2018-10-26,2,13,21,23,27,30,37,,,,,,,,,,,,,
,2018-10-26,5,6,10,15,22,32,49,,,,,,,,,,,,,
,2018-10-26,7,10,17,18,32,38,45,,,,,,,,,,,,,
,2018-10-26,5,9,17,21,26,28,47,,,,,,,,,,,,,
,2018-10-26,3,12,17,18,23,27,34,,,,,,,,,,,,,
,2018-10-26,2,4,5,31,40,46,49,,,,,,,,,,,,,
,2018-10-26,3,6,9,13,28,42,49,,,,,,,,,,,,,
,2018-10-26,6,16,27,33,41,46,49,,,,,,,,,,,,,
,2018-10-26,3,5,14,21,26,30,48,,,,,,,,,,,,,
,2018-10-26,2,3,14,19,47,48,49,,,,,,,,,,,,,
,2018-10-26,31,34,37,39,41,45,49,,,,,,,,,,,,,
,2018-10-26,4,17,20,24,29,36,45,,,,,,,,,,,,,
,2018-11-02,9,10,16,23,24,39,49,7,,,,,,,,,,,,
,2018-11-09,2,12,31,34,39,48,49,1,,,,,,,,,,,,
,2018-11-09,3,8,25,28,29,30,31,,,,,,,,,,,,,
,2018-11-09,1,8,9,14,20,32,45,,,,,,,,,,,,,
,2018-11-09,1,2,20,33,42,45,47,,,,,,,,,,,,,
,2018-11-09,2,5,20,23,27,29,32,,,,,,,,,,,,,
,2018-11-09,5,7,12,25,33,42,46,,,,,,,,,,,,,
,2018-11-09,1,8,14,20,38,47,48,,,,,,,,,,,,,
,2018-11-16,11,17,24,34,41,42,48,21,,,,,,,,,,,,
,2018-11-16,5,12,23,24,31,44,45,,,,,,,,,,,,,
,2018-11-16,8,20,36,44,45,47,48,,,,,,,,,,,,,
,2018-11-16,4,15,17,22,31,36,48,,,,,,,,,,,,,
,2018-11-16,4,5,21,32,34,40,45,,,,,,,,,,,,,
,2018-11-16,9,17,22,28,34,38,39,,,,,,,,,,,,,
,2018-11-16,3,4,5,17,34,40,42,,,,,,,,,,,,,
,2018-11-16,2,23,25,28,35,36,47,,,,,,,,,,,,,
,2018-11-16,16,19,27,28,35,43,49,,,,,,,,,,,,,
,2018-11-16,16,18,21,34,43,44,45,,,,,,,,,,,,,
,2018-11-16,8,15,23,27,36,38,47,,,,,,,,,,,,,
,2018-11-16,10,22,29,30,33,36,38,,,,,,,,,,,,,
,2018-11-16,4,6,16,20,37,44,46,,,,,,,,,,,,,
,2018-11-23,1,7,13,14,22,42,48,47,,,,,,,,,,,,
,2018-11-23,2,4,7,16,26,39,41,,,,,,,,,,,,,
,2018-11-23,1,5,24,29,32,33,41,,,,,,,,,,,,,
,2018-11-23,1,4,9,17,22,23,33,,,,,,,,,,,,,
,2018-11-23,6,20,30,32,38,39,42,,,,,,,,,,,,,
,2018-11-23,11,16,23,29,39,40,47,,,,,,,,,,,,,
,2018-11-23,7,16,20,25,36,38,46,,,,,,,,,,,,,
