day,month_year,num0,num1,num2,num3,num4,num5,num6,num7,num8,num9,num10,num11,num12,num13,num14,num15,num16,num17,num18,num19
MERCREDI,2009-09-25,5,17,19,25,31,38,46,4,,,,,,,,,,,,
LUNDI   ,2009-10-02,8,27,28,29,31,32,35,11,,,,,,,,,,,,
SAMEDI  ,2009-10-09,5,15,25,38,42,46,47,26,,,,,,,,,,,,
MERCREDI,2009-10-16,4,10,18,20,31,35,44,29,,,,,,,,,,,,
LUNDI   ,2009-10-23,4,7,10,12,23,25,36,18,,,,,,,,,,,,
SAMEDI  ,2009-10-30,6,9,10,14,17,18,19,46,,,,,,,,,,,,
MERCREDI,2009-11-06,2,7,8,11,16,17,18,12,,,,,,,,,,,,
LUNDI   ,2009-11-06,1,3,10,24,31,32,42,,,,,,,,,,,,,
SAMEDI  ,2009-11-06,9,14,24,35,37,38,40,,,,,,,,,,,,,
MERCREDI,2009-11-06,24,28,30,32,43,44,47,,,,,,,,,,,,,
LUNDI   ,2009-11-06,2,19,30,38,40,46,47,,,,,,,,,,,,,
SAMEDI  ,2009-11-06,6,8,11,21,23,28,48,,,,,,,,,,,,,
MERCREDI,2009-11-06,7,11,14,16,34,44,46,,,,,,,,,,,,,
LUNDI   ,2009-11-06,10,13,17,18,26,28,40,,,,,,,,,,,,,
SAMEDI  ,2009-11-06,1,4,10,21,29,36,40,,,,,,,,,,,,,
MERCREDI,2009-11-06,6,9,10,24,29,47,49,,,,,,,,,,,,,
LUNDI   ,2009-11-06,2,14,16,18,23,36,44,,,,,,,,,,,,,
SAMEDI  ,2009-11-13,8,18,27,28,38,41,48,36,,,,,,,,,,,,
MERCREDI,2009-11-20,2,8,28,30,36,39,42,24,,,,,,,,,,,,
LUNDI   ,2009-11-27,11,15,24,26,37,38,43,17,,,,,,,,,,,,
SAMEDI  ,2009-12-04,1,6,13,19,32,35,40,7,,,,,,,,,,,,
MERCREDI,2009-12-11,1,4,5,7,22,29,48,13,,,,,,,,,,,,
LUNDI   ,2009-12-18,8,10,15,17,33,34,35,13,,,,,,,,,,,,
SAMEDI  ,2009-12-25,8,9,12,13,29,30,31,47,,,,,,,,,,,,
MERCREDI,2010-01-01,7,9,13,18,27,33,44,15,,,,,,,,,,,,
LUNDI   ,2010-01-08,8,17,21,23,24,28,39,31,,,,,,,,,,,,
SAMEDI  ,2010-01-15,12,17,22,30,34,43,49,48,,,,,,,,,,,,
MERCREDI,2010-01-22,17,26,30,32,34,39,41,49,,,,,,,,,,,,
LUNDI   ,2010-01-29,16,17,22,24,40,41,47,45,,,,,,,,,,,,
SAMEDI  ,2010-02-05,10,19,25,29,39,41,42,21,,,,,,,,,,,,
MERCREDI,2010-02-12,9,12,17,23,34,42,47,37,,,,,,,,,,,,
LUNDI   ,2010-02-19,4,23,27,32,35,43,47,24,,,,,,,,,,,,
SAMEDI  ,2010-02-26,2,27,30,32,35,36,38,39,,,,,,,,,,,,
MERCREDI,2010-02-26,12,16,21,33,34,35,43,,,,,,,,,,,,,
LUNDI   ,2010-02-26,9,15,18,19,21,39,49,,,,,,,,,,,,,
SAMEDI  ,2010-02-26,14,15,19,22,36,39,46,,,,,,,,,,,,,
MERCREDI,2010-02-26,3,15,18,26,37,44,49,,,,,,,,,,,,,
LUNDI   ,2010-02-26,7,15,16,19,32,37,47,,,,,,,,,,,,,
SAMEDI  ,2010-02-26,8,26,29,35,42,45,47,,,,,,,,,,,,,
MERCREDI,2010-02-26,3,14,16,17,35,40,44,,,,,,,,,,,,,
LUNDI   ,2010-02-26,6,20,21,22,24,26,35,,,,,,,,,,,,,
SAMEDI  ,2010-02-26,1,2,11,16,29,43,47,,,,,,,,,,,,,
MERCREDI,2010-02-26,14,15,17,18,24,26,39,,,,,,,,,,,,,
LUNDI   ,2010-03-05,5,8,18,22,32,39,45,19,,,,,,,,,,,,
SAMEDI  ,2010-03-12,17,18,19,21,32,40,49,6,,,,,,,,,,,,
MERCREDI,2010-03-19,1,3,6,34,37,42,45,27,,,,,,,,,,,,
LUNDI   ,2010-03-26,3,11,12,16,34,36,37,18,,,,,,,,,,,,
SAMEDI  ,2010-04-02,4,9,12,15,28,29,43,17,,,,,,,,,,,,
MERCREDI,2010-04-09,11,16,29,30,31,33,42,24,,,,,,,,,,,,
LUNDI   ,2010-04-16,6,7,17,20,32,44,49,46,,,,,,,,,,,,
SAMEDI  ,2010-04-23,8,11,16,21,24,28,41,37,,,,,,,,,,,,
MERCREDI,2010-04-30,1,3,4,5,16,32,33,41,,,,,,,,,,,,
LUNDI   ,2010-05-07,3,6,10,14,19,25,33,1,,,,,,,,,,,,
SAMEDI  ,2010-05-14,7,17,19,23,31,36,41,1,,,,,,,,,,,,
MERCREDI,2010-05-21,14,16,30,35,36,45,49,10,,,,,,,,,,,,
LUNDI   ,2010-05-28,11,18,23,24,27,28,39,1,,,,,,,,,,,,
SAMEDI  ,2010-06-04,3,18,27,30,33,40,45,31,,,,,,,,,,,,
MERCREDI,2010-06-04,4,14,32,35,38,41,42,,,,,,,,,,,,,
LUNDI   ,2010-06-04,5,6,9,23,25,31,46,,,,,,,,,,,,,
SAMEDI  ,2010-06-04,7,19,33,38,41,47,48,,,,,,,,,,,,,
MERCREDI,2010-06-04,12,17,28,32,33,35,45,,,,,,,,,,,,,
LUNDI   ,2010-06-04,4,6,10,12,19,23,32,,,,,,,,,,,,,
SAMEDI  ,2010-06-11,2,7,12,25,29,32,35,26,,,,,,,,,,,,
MERCREDI,2010-06-11,3,8,12,14,19,33,37,,,,,,,,,,,,,
LUNDI   ,2010-06-11,8,15,26,29,35,36,44,,,,,,,,,,,,,
SAMEDI  ,2010-06-11,2,9,10,12,17,18,39,,,,,,,,,,,,,
MERCREDI,2010-06-11,6,11,15,28,29,37,45,,,,,,,,,,,,,
LUNDI   ,2010-06-11,7,15,22,23,30,47,48,,,,,,,,,,,,,
SAMEDI  ,2010-06-11,3,8,24,31,35,40,42,,,,,,,,,,,,,
MERCREDI,2010-06-11,4,18,19,30,41,48,49,,,,,,,,,,,,,
LUNDI   ,2010-06-11,3,13,19,40,44,45,46,,,,,,,,,,,,,
SAMEDI  ,2010-06-11,2,3,9,22,25,28,31,,,,,,,,,,,,,
MERCREDI,2010-06-11,4,10,24,28,33,35,41,,,,,,,,,,,,,
LUNDI   ,2010-06-11,7,16,23,25,27,30,35,,,,,,,,,,,,,
SAMEDI  ,2010-06-11,3,12,27,36,39,43,45,,,,,,,,,,,,,
MERCREDI,2010-06-11,2,9,26,27,31,33,49,,,,,,,,,,,,,
LUNDI   ,2010-06-11,9,10,14,21,30,37,49,,,,,,,,,,,,,
SAMEDI  ,2010-06-11,4,5,9,12,31,44,46,,,,,,,,,,,,,
MERCREDI,2010-06-11,9,11,20,21,22,38,42,,,,,,,,,,,,,
LUNDI   ,2010-06-11,19,28,32,34,36,42,47,,,,,,,,,,,,,
SAMEDI  ,2010-06-11,2,5,13,28,36,44,45,,,,,,,,,,,,,
MERCREDI,2010-06-11,7,21,29,33,42,46,48,,,,,,,,,,,,,
LUNDI   ,2010-06-11,1,6,7,22,31,32,33,,,,,,,,,,,,,
SAMEDI  ,2010-06-11,7,10,25,36,41,45,49,,,,,,,,,,,,,
MERCREDI,2010-06-11,6,19,20,25,39,42,48,,,,,,,,,,,,,
LUNDI   ,2010-06-11,3,10,19,23,24,29,46,,,,,,,,,,,,,
SAMEDI  ,2010-06-11,9,13,20,24,38,43,49,,,,,,,,,,,,,
MERCREDI,2010-06-11,1,2,15,31,35,41,48,,,,,,,,,,,,,
LUNDI   ,2010-06-11,7,24,29,32,37,44,48,,,,,,,,,,,,,
SAMEDI  ,2010-06-11,7,20,25,28,31,43,47,,,,,,,,,,,,,
MERCREDI,2010-06-18,5,6,26,29,34,36,43,49,,,,,,,,,,,,
LUNDI   ,2010-06-18,3,8,11,19,25,33,43,,,,,,,,,,,,,
SAMEDI  ,2010-06-18,13,25,29,38,39,40,49,,,,,,,,,,,,,
MERCREDI,2010-06-18,4,9,12,23,41,43,49,,,,,,,,,,,,,
LUNDI   ,2010-06-18,1,5,15,26,41,44,47,,,,,,,,,,,,,
SAMEDI  ,2010-06-18,8,12,20,24,31,37,45,,,,,,,,,,,,,
MERCREDI,2010-06-18,14,22,33,35,36,41,47,,,,,,,,,,,,,
LUNDI   ,2010-06-18,2,6,25,30,39,42,45,,,,,,,,,,,,,
SAMEDI  ,2010-06-18,9,12,18,21,30,34,45,,,,,,,,,,,,,
MERCREDI,2010-06-18,1,2,3,5,14,16,25,,,,,,,,,,,,,
LUNDI   ,2010-06-18,10,23,28,29,37,41,47,,,,,,,,,,,,,
SAMEDI  ,2010-06-18,3,12,13,19,24,33,38,,,,,,,,,,,,,
MERCREDI,2010-06-18,7,11,12,14,17,23,38,,,,,,,,,,,,,
LUNDI   ,2010-06-18,3,4,9,10,16,18,41,,,,,,,,,,,,,
SAMEDI  ,2010-06-18,3,8,25,27,34,41,43,,,,,,,,,,,,,
MERCREDI,2010-06-18,1,4,6,8,28,32,36,,,,,,,,,,,,,
LUNDI   ,2010-06-18,3,4,15,21,24,45,48,,,,,,,,,,,,,
SAMEDI  ,2010-06-18,3,28,38,42,43,44,48,,,,,,,,,,,,,
MERCREDI,2010-06-18,3,6,12,17,26,31,43,,,,,,,,,,,,,
LUNDI   ,2010-06-18,16,24,28,36,39,43,49,,,,,,,,,,,,,
SAMEDI  ,2010-06-18,2,4,6,15,22,31,46,,,,,,,,,,,,,
MERCREDI,2010-06-18,1,3,16,18,32,35,45,,,,,,,,,,,,,
LUNDI   ,2010-06-18,5,6,8,14,25,38,40,,,,,,,,,,,,,
SAMEDI  ,2010-06-18,10,16,18,19,28,32,47,,,,,,,,,,,,,
MERCREDI,2010-06-18,4,5,9,17,31,32,46,,,,,,,,,,,,,
LUNDI   ,2010-06-18,2,5,7,12,24,25,43,,,,,,,,,,,,,
SAMEDI  ,2010-06-18,11,13,25,26,29,30,41,,,,,,,,,,,,,
MERCREDI,2010-06-18,5,13,15,17,29,42,45,,,,,,,,,,,,,
LUNDI   ,2010-06-18,5,6,24,26,40,45,49,,,,,,,,,,,,,
SAMEDI  ,2010-06-18,9,19,36,40,42,46,48,,,,,,,,,,,,,
MERCREDI,2010-06-18,8,19,24,25,27,31,45,,,,,,,,,,,,,
LUNDI   ,2010-06-18,1,6,13,17,18,25,29,,,,,,,,,,,,,
SAMEDI  ,2010-06-18,18,30,37,39,42,44,48,,,,,,,,,,,,,
MERCREDI,2010-06-18,8,15,18,21,38,40,49,,,,,,,,,,,,,
LUNDI   ,2010-06-18,15,21,30,32,40,46,48,,,,,,,,,,,,,
SAMEDI  ,2010-06-18,6,12,30,42,44,46,49,,,,,,,,,,,,,
MERCREDI,2010-06-18,4,10,11,21,31,32,41,,,,,,,,,,,,,
LUNDI   ,2010-06-18,2,9,15,20,32,33,49,,,,,,,,,,,,,
SAMEDI  ,2010-06-18,4,9,20,21,24,33,42,,,,,,,,,,,,,
MERCREDI,2010-06-18,2,9,11,17,23,25,35,,,,,,,,,,,,,
LUNDI   ,2010-06-18,14,17,18,29,34,45,46,,,,,,,,,,,,,
SAMEDI  ,2010-06-18,2,18,25,27,32,41,43,,,,,,,,,,,,,
MERCREDI,2010-06-18,5,15,17,21,40,44,45,,,,,,,,,,,,,
LUNDI   ,2010-06-18,10,12,17,39,45,46,49,,,,,,,,,,,,,
SAMEDI  ,2010-06-18,7,16,21,28,33,40,41,,,,,,,,,,,,,
MERCREDI,2010-06-18,2,6,12,22,33,35,45,,,,,,,,,,,,,
LUNDI   ,2010-06-25,5,22,28,31,39,46,48,4,,,,,,,,,,,,
SAMEDI  ,2010-06-25,15,20,26,35,43,45,47,,,,,,,,,,,,,
MERCREDI,2010-06-25,2,12,18,21,23,31,37,,,,,,,,,,,,,
LUNDI   ,2010-06-25,5,19,20,33,35,43,49,,,,,,,,,,,,,
SAMEDI  ,2010-06-25,26,28,35,38,39,44,49,,,,,,,,,,,,,
MERCREDI,2010-06-25,18,23,28,35,39,42,44,,,,,,,,,,,,,
LUNDI   ,2010-06-25,26,28,31,32,34,43,44,,,,,,,,,,,,,
SAMEDI  ,2010-06-25,13,23,26,28,35,42,45,,,,,,,,,,,,,
MERCREDI,2010-06-25,12,19,21,33,41,43,44,,,,,,,,,,,,,
LUNDI   ,2010-06-25,1,6,13,14,18,33,42,,,,,,,,,,,,,
SAMEDI  ,2010-06-25,2,17,25,27,33,41,43,,,,,,,,,,,,,
MERCREDI,2010-06-25,10,11,13,23,28,37,44,,,,,,,,,,,,,
LUNDI   ,2010-06-25,3,9,28,31,35,43,49,,,,,,,,,,,,,
SAMEDI  ,2010-06-25,5,7,9,11,20,32,46,,,,,,,,,,,,,
MERCREDI,2010-06-25,6,8,12,37,40,43,47,,,,,,,,,,,,,
LUNDI   ,2010-06-25,3,8,10,18,24,31,43,,,,,,,,,,,,,
SAMEDI  ,2010-06-25,2,13,19,29,32,38,48,,,,,,,,,,,,,
MERCREDI,2010-06-25,4,20,33,37,45,47,49,,,,,,,,,,,,,
LUNDI   ,2010-06-25,10,21,27,34,36,48,49,,,,,,,,,,,,,
SAMEDI  ,2010-06-25,4,7,8,18,20,34,39,,,,,,,,,,,,,
MERCREDI,2010-06-25,4,7,11,16,20,39,44,,,,,,,,,,,,,
LUNDI   ,2010-06-25,11,20,26,38,42,45,48,,,,,,,,,,,,,
SAMEDI  ,2010-06-25,2,5,22,27,44,47,49,,,,,,,,,,,,,
MERCREDI,2010-06-25,14,18,21,23,29,35,47,,,,,,,,,,,,,
LUNDI   ,2010-06-25,9,13,15,29,32,38,40,,,,,,,,,,,,,
SAMEDI  ,2010-06-25,6,15,16,18,33,39,46,,,,,,,,,,,,,
MERCREDI,2010-06-25,7,9,17,20,31,41,45,,,,,,,,,,,,,
LUNDI   ,2010-06-25,6,13,24,27,38,40,45,,,,,,,,,,,,,
SAMEDI  ,2010-06-25,1,6,7,10,17,31,33,,,,,,,,,,,,,
MERCREDI,2010-06-25,4,6,27,29,30,35,49,,,,,,,,,,,,,
LUNDI   ,2010-06-25,4,5,16,20,25,42,49,,,,,,,,,,,,,
SAMEDI  ,2010-06-25,3,16,17,26,29,35,44,,,,,,,,,,,,,
MERCREDI,2010-06-25,19,22,32,34,38,40,43,,,,,,,,,,,,,
LUNDI   ,2010-06-25,3,7,11,40,42,45,47,,,,,,,,,,,,,
SAMEDI  ,2010-06-25,4,9,18,28,40,41,46,,,,,,,,,,,,,
MERCREDI,2010-06-25,2,8,11,22,28,32,42,,,,,,,,,,,,,
LUNDI   ,2010-06-25,10,13,26,31,36,40,45,,,,,,,,,,,,,
SAMEDI  ,2010-06-25,2,5,27,32,41,44,48,,,,,,,,,,,,,
MERCREDI,2010-06-25,2,8,14,20,30,32,38,,,,,,,,,,,,,
LUNDI   ,2010-06-25,7,8,21,22,24,28,49,,,,,,,,,,,,,
SAMEDI  ,2010-06-25,3,25,28,29,37,44,49,,,,,,,,,,,,,
MERCREDI,2010-06-25,6,8,9,20,29,36,41,,,,,,,,,,,,,
LUNDI   ,2010-06-25,4,12,13,32,38,40,47,,,,,,,,,,,,,
SAMEDI  ,2010-06-25,12,24,30,34,38,40,43,,,,,,,,,,,,,
MERCREDI,2010-06-25,3,8,12,17,22,29,34,,,,,,,,,,,,,
LUNDI   ,2010-06-25,7,13,17,18,27,33,44,,,,,,,,,,,,,
SAMEDI  ,2010-06-25,11,29,31,41,43,45,46,,,,,,,,,,,,,
MERCREDI,2010-06-25,7,9,11,15,21,32,38,,,,,,,,,,,,,
LUNDI   ,2010-06-25,5,6,13,29,33,36,44,,,,,,,,,,,,,
SAMEDI  ,2010-06-25,4,5,9,14,15,21,38,,,,,,,,,,,,,
MERCREDI,2010-07-02,9,19,25,26,29,30,44,33,,,,,,,,,,,,
LUNDI   ,2010-07-09,9,10,19,24,28,30,31,46,,,,,,,,,,,,
SAMEDI  ,2010-07-16,10,14,26,34,43,47,48,28,,,,,,,,,,,,
MERCREDI,2010-07-16,1,10,12,13,14,26,33,,,,,,,,,,,,,
LUNDI   ,2010-07-16,2,12,14,16,28,44,48,,,,,,,,,,,,,
SAMEDI  ,2010-07-16,1,3,13,28,29,42,45,,,,,,,,,,,,,
MERCREDI,2010-07-16,4,18,19,24,29,34,42,,,,,,,,,,,,,
LUNDI   ,2010-07-16,1,6,7,19,21,28,43,,,,,,,,,,,,,
SAMEDI  ,2010-07-16,4,12,27,30,32,35,47,,,,,,,,,,,,,
MERCREDI,2010-07-16,10,21,22,28,33,34,36,,,,,,,,,,,,,
LUNDI   ,2010-07-16,1,3,5,6,26,35,39,,,,,,,,,,,,,
SAMEDI  ,2010-07-16,1,3,4,19,25,35,46,,,,,,,,,,,,,
MERCREDI,2010-07-16,2,3,6,32,41,42,48,,,,,,,,,,,,,
LUNDI   ,2010-07-16,14,27,31,37,39,44,46,,,,,,,,,,,,,
SAMEDI  ,2010-07-16,7,16,24,26,30,34,40,,,,,,,,,,,,,
MERCREDI,2010-07-16,14,15,16,20,30,46,47,,,,,,,,,,,,,
LUNDI   ,2010-07-23,17,19,26,29,34,35,38,47,,,,,,,,,,,,
SAMEDI  ,2010-07-23,13,17,19,21,23,31,33,,,,,,,,,,,,,
MERCREDI,2010-07-23,12,14,18,19,27,29,36,,,,,,,,,,,,,
LUNDI   ,2010-07-23,6,14,23,29,39,44,49,,,,,,,,,,,,,
SAMEDI  ,2010-07-23,4,16,36,37,43,48,49,,,,,,,,,,,,,
MERCREDI,2010-07-23,7,9,18,20,27,42,43,,,,,,,,,,,,,
LUNDI   ,2010-07-23,18,21,27,31,35,38,44,,,,,,,,,,,,,
SAMEDI  ,2010-07-23,3,12,17,30,35,44,46,,,,,,,,,,,,,
MERCREDI,2010-07-23,1,7,12,16,17,31,49,,,,,,,,,,,,,
LUNDI   ,2010-07-23,2,5,8,14,20,32,49,,,,,,,,,,,,,
SAMEDI  ,2010-07-23,4,5,6,23,24,31,45,,,,,,,,,,,,,
MERCREDI,2010-07-23,6,10,21,29,32,35,47,,,,,,,,,,,,,
LUNDI   ,2010-07-23,9,11,19,28,29,39,47,,,,,,,,,,,,,
SAMEDI  ,2010-07-23,8,20,24,27,31,44,46,,,,,,,,,,,,,
MERCREDI,2010-07-23,3,17,28,35,37,40,46,,,,,,,,,,,,,
LUNDI   ,2010-07-23,6,16,20,24,40,47,48,,,,,,,,,,,,,
SAMEDI  ,2010-07-23,8,11,17,23,26,35,36,,,,,,,,,,,,,
MERCREDI,2010-07-23,4,9,14,20,32,33,38,,,,,,,,,,,,,
LUNDI   ,2010-07-23,6,8,18,23,31,41,42,,,,,,,,,,,,,
SAMEDI  ,2010-07-23,5,7,24,31,39,48,49,,,,,,,,,,,,,
MERCREDI,2010-07-23,20,21,27,31,32,35,44,,,,,,,,,,,,,
LUNDI   ,2010-07-23,2,8,15,31,41,44,46,,,,,,,,,,,,,
SAMEDI  ,2010-07-23,11,16,35,37,39,43,46,,,,,,,,,,,,,
MERCREDI,2010-07-23,6,10,21,22,23,26,45,,,,,,,,,,,,,
LUNDI   ,2010-07-23,4,16,23,31,35,47,48,,,,,,,,,,,,,
SAMEDI  ,2010-07-23,2,13,19,22,25,35,38,,,,,,,,,,,,,
MERCREDI,2010-07-23,6,9,23,24,26,39,49,,,,,,,,,,,,,
LUNDI   ,2010-07-30,5,7,11,40,41,47,48,6,,,,,,,,,,,,
SAMEDI  ,2010-07-30,10,11,20,36,39,44,49,,,,,,,,,,,,,
MERCREDI,2010-07-30,1,2,16,27,34,37,46,,,,,,,,,,,,,
LUNDI   ,2010-07-30,8,13,23,28,31,40,47,,,,,,,,,,,,,
SAMEDI  ,2010-07-30,3,20,21,30,32,48,49,,,,,,,,,,,,,
MERCREDI,2010-07-30,13,14,32,34,39,46,47,,,,,,,,,,,,,
LUNDI   ,2010-07-30,13,16,21,22,36,38,43,,,,,,,,,,,,,
SAMEDI  ,2010-07-30,15,16,21,27,39,43,46,,,,,,,,,,,,,
MERCREDI,2010-07-30,5,12,26,29,34,41,49,,,,,,,,,,,,,
LUNDI   ,2010-07-30,8,9,26,27,31,32,47,,,,,,,,,,,,,
SAMEDI  ,2010-07-30,12,20,21,23,26,28,41,,,,,,,,,,,,,
MERCREDI,2010-07-30,4,7,8,9,15,19,23,,,,,,,,,,,,,
LUNDI   ,2010-07-30,10,14,28,32,39,44,45,,,,,,,,,,,,,
SAMEDI  ,2010-07-30,4,25,27,30,41,42,48,,,,,,,,,,,,,
MERCREDI,2010-07-30,9,16,20,35,38,39,47,,,,,,,,,,,,,
LUNDI   ,2010-07-30,10,12,14,26,38,40,48,,,,,,,,,,,,,
SAMEDI  ,2010-07-30,9,10,20,26,37,43,49,,,,,,,,,,,,,
MERCREDI,2010-07-30,3,8,19,21,25,31,48,,,,,,,,,,,,,
LUNDI   ,2010-07-30,1,3,4,24,32,33,37,,,,,,,,,,,,,
SAMEDI  ,2010-07-30,13,16,20,25,34,42,45,,,,,,,,,,,,,
MERCREDI,2010-07-30,8,30,32,35,36,42,45,,,,,,,,,,,,,
LUNDI   ,2010-07-30,1,5,11,16,27,42,47,,,,,,,,,,,,,
SAMEDI  ,2010-07-30,2,21,22,25,27,35,37,,,,,,,,,,,,,
MERCREDI,2010-07-30,19,22,25,27,28,40,47,,,,,,,,,,,,,
LUNDI   ,2010-07-30,12,16,20,22,26,28,29,,,,,,,,,,,,,
SAMEDI  ,2010-07-30,3,7,8,9,43,45,49,,,,,,,,,,,,,
MERCREDI,2010-07-30,16,26,29,39,41,44,46,,,,,,,,,,,,,
LUNDI   ,2010-07-30,6,21,22,25,36,37,47,,,,,,,,,,,,,
SAMEDI  ,2010-07-30,20,23,24,31,36,40,46,,,,,,,,,,,,,
MERCREDI,2010-08-06,1,5,6,32,36,38,44,29,,,,,,,,,,,,
LUNDI   ,2010-08-06,7,13,21,25,28,31,47,,,,,,,,,,,,,
SAMEDI  ,2010-08-06,2,4,12,27,29,30,36,,,,,,,,,,,,,
MERCREDI,2010-08-06,8,16,38,39,40,43,49,,,,,,,,,,,,,
LUNDI   ,2010-08-06,6,12,15,21,23,42,48,,,,,,,,,,,,,
SAMEDI  ,2010-08-06,3,11,21,32,38,41,49,,,,,,,,,,,,,
MERCREDI,2010-08-06,15,23,33,35,37,42,45,,,,,,,,,,,,,
LUNDI   ,2010-08-06,3,9,14,18,26,31,49,,,,,,,,,,,,,
SAMEDI  ,2010-08-06,4,6,10,13,24,28,44,,,,,,,,,,,,,
MERCREDI,2010-08-06,7,8,17,21,26,34,44,,,,,,,,,,,,,
LUNDI   ,2010-08-06,4,8,9,10,12,20,34,,,,,,,,,,,,,
SAMEDI  ,2010-08-06,6,7,10,17,24,33,45,,,,,,,,,,,,,
MERCREDI,2010-08-06,6,11,17,21,32,37,39,,,,,,,,,,,,,
LUNDI   ,2010-08-06,8,16,21,23,35,38,44,,,,,,,,,,,,,
SAMEDI  ,2010-08-06,3,8,21,28,32,34,48,,,,,,,,,,,,,
MERCREDI,2010-08-06,9,12,16,19,21,23,45,,,,,,,,,,,,,
LUNDI   ,2010-08-06,3,15,16,18,19,29,35,,,,,,,,,,,,,
SAMEDI  ,2010-08-06,1,5,10,18,27,34,45,,,,,,,,,,,,,
MERCREDI,2010-08-06,1,11,16,33,42,44,49,,,,,,,,,,,,,
LUNDI   ,2010-08-06,4,13,25,45,46,47,48,,,,,,,,,,,,,
SAMEDI  ,2010-08-06,9,13,18,24,28,31,44,,,,,,,,,,,,,
MERCREDI,2010-08-06,6,14,27,30,36,40,49,,,,,,,,,,,,,
LUNDI   ,2010-08-06,3,24,34,38,40,42,48,,,,,,,,,,,,,
SAMEDI  ,2010-08-06,9,15,21,27,36,41,49,,,,,,,,,,,,,
MERCREDI,2010-08-06,15,18,23,39,40,46,48,,,,,,,,,,,,,
LUNDI   ,2010-08-06,6,23,26,30,34,36,41,,,,,,,,,,,,,
SAMEDI  ,2010-08-06,1,8,11,19,20,25,28,,,,,,,,,,,,,
MERCREDI,2010-08-06,6,15,16,19,21,29,42,,,,,,,,,,,,,
LUNDI   ,2010-08-06,16,19,35,40,42,45,48,,,,,,,,,,,,,
SAMEDI  ,2010-08-06,8,15,22,29,31,34,48,,,,,,,,,,,,,
MERCREDI,2010-08-06,9,20,23,24,34,38,44,,,,,,,,,,,,,
LUNDI   ,2010-08-06,5,18,29,33,41,45,49,,,,,,,,,,,,,
SAMEDI  ,2010-08-06,1,6,9,15,31,32,40,,,,,,,,,,,,,
MERCREDI,2010-08-13,19,25,27,29,30,36,46,15,,,,,,,,,,,,
LUNDI   ,2010-08-13,2,12,15,26,27,37,44,,,,,,,,,,,,,
SAMEDI  ,2010-08-13,1,4,10,13,17,19,33,,,,,,,,,,,,,
MERCREDI,2010-08-13,2,8,19,20,26,32,47,,,,,,,,,,,,,
LUNDI   ,2010-08-13,1,5,10,15,21,27,42,,,,,,,,,,,,,
SAMEDI  ,2010-08-13,1,3,6,19,20,31,39,,,,,,,,,,,,,
MERCREDI,2010-08-13,1,8,14,17,32,35,47,,,,,,,,,,,,,
LUNDI   ,2010-08-13,2,10,16,22,25,29,38,,,,,,,,,,,,,
SAMEDI  ,2010-08-13,6,17,18,25,26,32,40,,,,,,,,,,,,,
MERCREDI,2010-08-13,19,21,29,30,35,46,49,,,,,,,,,,,,,
LUNDI   ,2010-08-13,7,8,13,17,23,35,45,,,,,,,,,,,,,
SAMEDI  ,2010-08-13,4,9,15,26,27,41,43,,,,,,,,,,,,,
MERCREDI,2010-08-13,7,11,14,20,21,36,38,,,,,,,,,,,,,
LUNDI   ,2010-08-13,7,14,18,22,29,34,48,,,,,,,,,,,,,
SAMEDI  ,2010-08-13,3,9,10,16,23,32,36,,,,,,,,,,,,,
MERCREDI,2010-08-13,3,7,12,14,22,30,33,,,,,,,,,,,,,
LUNDI   ,2010-08-13,7,25,26,42,44,46,47,,,,,,,,,,,,,
SAMEDI  ,2010-08-13,12,20,25,29,32,38,49,,,,,,,,,,,,,
MERCREDI,2010-08-13,7,14,28,34,37,38,42,,,,,,,,,,,,,
LUNDI   ,2010-08-13,5,15,16,23,29,32,44,,,,,,,,,,,,,
SAMEDI  ,2010-08-13,10,15,17,31,32,38,39,,,,,,,,,,,,,
MERCREDI,2010-08-13,4,6,10,20,26,42,45,,,,,,,,,,,,,
LUNDI   ,2010-08-13,3,5,8,13,14,23,29,,,,,,,,,,,,,
SAMEDI  ,2010-08-13,13,14,20,22,27,28,33,,,,,,,,,,,,,
MERCREDI,2010-08-13,5,17,21,23,24,42,46,,,,,,,,,,,,,
LUNDI   ,2010-08-13,12,21,23,28,30,36,46,,,,,,,,,,,,,
SAMEDI  ,2010-08-13,5,12,18,26,34,38,43,,,,,,,,,,,,,
MERCREDI,2010-08-13,3,4,13,15,25,38,43,,,,,,,,,,,,,
LUNDI   ,2010-08-13,7,10,24,25,26,34,42,,,,,,,,,,,,,
SAMEDI  ,2010-08-13,4,12,13,23,25,44,47,,,,,,,,,,,,,
MERCREDI,2010-08-13,6,17,18,27,31,39,40,,,,,,,,,,,,,
LUNDI   ,2010-08-13,1,11,20,25,33,36,49,,,,,,,,,,,,,
SAMEDI  ,2010-08-13,6,23,24,29,41,43,47,,,,,,,,,,,,,
MERCREDI,2010-08-13,4,9,23,25,27,42,44,,,,,,,,,,,,,
LUNDI   ,2010-08-13,5,8,18,26,36,38,43,,,,,,,,,,,,,
SAMEDI  ,2010-08-13,2,5,8,12,23,40,46,,,,,,,,,,,,,
MERCREDI,2010-08-13,9,10,19,21,26,44,49,,,,,,,,,,,,,
LUNDI   ,2010-08-13,9,20,24,29,37,42,47,,,,,,,,,,,,,
SAMEDI  ,2010-08-13,21,30,31,33,40,42,46,,,,,,,,,,,,,
